1
D:
0 * 2135 * * * * * -17 1367 * * * 3919 * 1330 * 591 3116 3386 2010 * * * 2502 3504 * 1621 1982 3543 2414 * 2240 26 * * * * * 3619 360 4846 3701 468
3992 * 1507 * 1945 * * * 1728 5359 * 0 1751 7911 * 5322 * 4583 816 7378 6002 161 3492 2478 6494 7496 1525 5613 -90 524 3684 1579 6232 4018 * 2844 * * 1704 7611 4352 8838 7693 4460
* * * * * * * 4552 857 * 1349 * 0 * 459 2803 * * * * 2787 * 3802 * * * 4860 * 349 2221 224 * * * * * 2924 2393 2254 * * * * *
* 1238 * * * * 3535 1710 1617 * * 87 * 0 * 1999 * 4820 * 1343 1721 * 2288 * * * * * 4164 * 176 * 2578 * 285 * * * * 4818 * 3355 3469 545
* -98 4251 * * 4503 * 1249 * * * * * 578 0 * * 3479 * * * * * 4752 4883 2977 * 1878 1276 1352 3714 3314 * * * 2359 1088 * 1350 * * * 4818 *
* * * * * * * 1948 * * 203 * * 4449 * 0 646 * 780 4405 2237 * 4621 1716 * * * * 1145 3646 * * * * 240 * * 1928 1891 * 139 * * *
2178 * 1285 3861 * * * 4016 2161 3545 * * 2258 6097 * 3508 0 2769 1461 4062 4188 2629 2343 480 104 5682 * 3799 4160 5721 4592 523 4185 1152 * * 931 2842 19 5797 2538 732 5879 2646
4644 * 2217 3108 1206 4522 * * 158 3371 * * 1751 8563 * 228 839 0 -24 8030 6654 935 2396 * 7146 8148 1108 -6 6626 8187 1823 384 2856 2503 4215 2813 1477 3929 * 1989 5004 9490 166 4196
4791 * 6926 1376 * * 3919 3536 4774 6158 2900 3624 4323 4801 4454 1500 * 1343 0 8177 3142 4796 694 4026 7293 8295 * 2113 4793 1530 7205 2543 1833 264 3727 549 * * * 8410 5151 2779 8492 5259
44 1648 169 1279 4100 * * * 27 1411 1315 * 446 129 * 1374 * 635 3160 0 2054 * * 3063 621 2231 * 1665 2026 3587 481 1990 2284 70 * * 3502 * 2261 3663 404 4890 3745 512
* * 3557 1721 2035 * 820 1854 * * * * * * 175 * 910 2985 578 * 0 4348 2572 * * 4544 * * 3683 3636 1488 977 * 558 784 85 * 2761 1408 * * * * 1674
4642 4396 3084 2217 2436 4085 * * 4497 6009 * 3914 * 8561 * 3740 * 5233 7758 8028 1256 0 * 4203 363 8146 * 6263 6624 8185 1580 * 6882 3021 * 2470 4636 * * 8261 1371 9488 8343 111
1372 3787 3507 3755 * * 1602 * 1355 2739 4779 * 4532 2222 2957 933 * 1963 4389 4758 3382 * 0 * 3874 4876 1559 2993 3104 4915 3786 2000 3612 1398 * 3340 * 2465 * 3403 1732 1983 5073 1840
* * 855 2566 3903 1631 4067 * * * 4322 3193 * * -59 2776 * 1676 * 243 * * 4171 0 * 761 734 * 2066 1449 2387 2804 4336 1973 * * 3355 1785 1586 4019 * 1555 * 4260
934 2522 3069 82 * * 1098 * 917 2301 * 3401 * 4853 306 2264 2927 1525 4050 4320 2944 * * 4035 0 295 * 2555 2916 326 1352 * 3174 960 * 4323 1930 * 551 4553 1294 5780 4635 1402
* 4471 * * * * * * * 1681 * 3473 2452 * 3708 3552 * * * * 401 * 4674 * * 0 2525 * * 2008 * 798 * * * 1718 * * 1517 * * 1188 650 *
2968 3108 5103 551 * * 288 2399 -50 4335 4544 * 1367 6887 1684 581 * 3559 3104 6354 4978 4625 * 1198 5470 6472 0 4589 4950 6511 1446 * 3868 2994 * * 1731 1003 * 6587 3060 7814 6669 1330
4730 -25 6865 * * * -44 * 4014 4379 1657 94 2814 -12 * 77 125 3857 7846 348 591 * 3069 119 7232 8234 * 0 1303 8273 2184 * 4659 951 4584 4551 2931 2935 * 1226 2648 181 1880 5198
1264 * 3399 216 * * 2646 * 1247 2631 1025 * * 5183 * 363 398 1855 1627 4650 2595 1889 * * 888 231 * 1869 0 4807 1833 * 468 1290 630 352 * 3293 * 3250 1624 3260 4965 1732
1730 * 3865 * 3320 * * 4626 1713 1713 * * 491 4094 235 2766 1219 2321 4846 710 192 * * 2724 4232 -52 418 3351 1812 0 282 * 3543 -62 * 352 * * * 3658 2090 462 5431 200
* * 172 2870 3633 1010 2076 560 * 4347 * * 3565 * 3674 4656 333 4425 1502 145 1118 2170 1073 277 * 652 * 3628 3168 * 0 * * 2231 * * * 2861 * * 441 * 1218 1500
* * * 4259 2295 * * * 1783 4841 2008 * * 1283 3485 * * 1582 1348 4133 * 2104 526 2358 * 3230 * 2095 * -16 * 0 -39 * 1102 2749 1849 1935 * * 3914 * * 821
* 4884 * * 968 200 * 3781 * * 3815 3655 1044 2457 * 4796 3269 4232 2362 * 455 4797 4809 * * 3362 2487 3000 * * * * 0 * * * * * 3885 1627 463 1281 * 1838
* 3523 * * * * * 1408 * 830 * 1855 * 1847 1243 * * 1723 1801 * * 3419 4681 2709 3784 2785 3709 * * * * 2859 3354 0 * 1896 4050 759 4016 621 * * 3593 2387
* 1640 * * * 1618 1007 * 4246 2134 * 338 1207 87 2702 * 1443 * 3980 * * * 2817 * 3793 * * 1397 1910 * * * 540 * 0 1869 2143 1245 458 * -65 2177 * *
2811 4465 1430 3399 205 3703 * * 1977 4178 960 * * 4657 2297 1481 * -69 5927 6197 3023 * * * 3839 6315 1812 4432 3034 6354 4309 2354 132 2837 * 0 4665 2268 * 2620 3171 7657 1465 3279
4665 -28 6800 * 2953 4416 * * 1800 6032 * 1233 * 8584 * 4148 4438 5256 665 4594 6675 3495 3941 -45 1995 1594 * 6286 4348 8208 4451 3166 2591 4569 * * 0 3072 * 8284 5025 4285 1790 5133
* * * 2989 1147 * 2157 * 418 4140 * * 1425 3435 2161 4585 * 2443 * * * 2928 4649 * 1489 2384 3802 * 3757 -82 136 * * * * 2545 1177 0 3928 2100 * 3165 2603 *
* * 1822 * * * 3315 771 * * 4254 1751 1669 * 3300 -88 4789 3767 * 3452 4254 * * 2974 * 62 * * 2144 148 939 4587 4369 * * 813 * 1195 0 435 * * 1211 *
* * * 1402 * -84 * * 3692 2435 * * 3977 * 455 * 1171 3669 4711 * * * * 1546 * 222 2206 * 4057 431 582 * 343 * * 1930 * 2967 * 0 * * * *
3169 3735 5304 4234 2046 * * * 3152 -12 * 2479 * 3950 819 4499 * 3760 2162 6555 5179 3231 * * 353 1624 3239 4375 815 1298 1832 4189 4021 3195 2546 1133 * 3409 1462 6788 0 -31 6870 3637
* * * 4747 3818 * 1233 1684 2478 * 593 * * * * * 3467 * * 4407 * 4314 1946 * 904 3706 * 2400 * 2543 * 4508 807 1761 * 264 2956 3394 * * 1165 0 4864 1346
* 2523 249 2522 2524 3427 * 1647 3268 970 2485 * * * 2887 2176 68 * 1770 * * 1909 * * 986 * * * 4339 * 72 3010 * * 152 * 1782 2165 1411 2859 3461 4034 0 2473
3728 * 5863 1639 3307 * * * 3711 5095 * 2269 * 1369 1864 1324 * 4319 2716 1916 3490 896 * * 1320 4841 * 1909 5710 7271 6142 * 5968 3721 * 1015 95 * * 3025 4088 3481 7429 0
P:
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 1 2 2 1 2 2 2 2 2 1 2 2 2 2 2 2 2 1 1 2 2 2 2 2 1 2 2 2 2
3 3 3 3 3 3 3 3 1 3 3 3 3 3 3 1 3 3 1 1 1 3 3 3 3 1 3 1 3 3 3 3 1 1 3 3 3 3 3 1 3 1 3 1
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
6 6 6 6 6 6 6 6 1 6 6 6 6 1 6 6 6 1 1 6 6 6 6 6 6 1 6 1 6 6 1 6 1 1 6 6 6 6 6 6 1 6 6 6
7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
8 8 1 8 8 8 8 8 1 1 8 8 8 1 8 1 8 1 8 8 1 8 8 8 1 8 8 1 1 1 1 8 8 8 8 8 8 8 8 1 1 1 1 1
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
11 11 11 11 11 11 11 11 11 1 11 11 11 1 11 11 11 11 11 11 11 11 11 11 11 1 11 11 1 11 11 11 1 11 11 11 11 11 11 1 1 11 11 1
12 12 12 12 12 12 12 12 12 1 12 12 12 1 12 1 12 1 12 1 1 12 12 12 1 1 12 1 12 12 12 12 1 1 12 12 12 12 12 1 1 1 1 1
13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14
15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15
16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
17 17 17 17 17 17 17 17 1 1 17 17 17 1 17 1 17 1 17 17 1 17 17 17 17 1 17 1 1 1 1 17 17 17 17 17 17 17 17 1 1 17 1 1
18 18 18 18 18 18 18 18 18 18 18 18 18 1 18 18 18 18 18 1 1 18 18 18 1 1 18 18 1 1 18 18 18 18 18 18 18 18 18 18 1 1 18 18
19 19 1 19 19 19 19 19 1 1 19 19 19 19 19 19 19 19 19 1 19 19 19 19 1 1 19 19 19 19 1 19 19 19 19 19 19 19 19 1 1 19 1 1
20 20 20 20 20 20 20 20 1 1 20 20 20 20 20 1 20 1 1 20 1 20 20 20 20 20 20 1 1 1 20 20 1 1 20 20 20 20 20 1 1 1 1 1
21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21
22 22 22 22 22 22 22 22 22 1 22 22 22 1 22 22 22 1 1 1 22 22 22 22 22 1 22 1 1 1 22 22 1 22 22 22 22 22 22 1 22 1 1 22
23 23 1 23 23 23 23 23 1 1 23 23 23 23 23 23 23 1 23 1 1 23 23 23 1 1 23 1 23 1 1 23 1 1 23 23 23 23 23 23 1 23 1 1
24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24
25 25 1 25 25 25 25 25 1 1 25 25 25 1 25 1 25 1 1 1 1 25 25 25 25 25 25 1 1 25 25 25 1 1 25 25 25 25 25 1 1 1 1 1
26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26
27 27 1 27 27 27 27 27 27 1 27 27 27 1 27 27 27 1 27 1 1 27 27 27 1 1 27 1 1 1 27 27 27 1 27 27 27 27 27 1 27 1 1 27
28 28 1 28 28 28 28 28 28 28 28 28 28 28 28 28 28 28 1 28 28 28 28 28 1 1 28 28 28 1 28 28 28 28 28 28 28 28 28 28 28 28 28 1
29 29 1 29 29 29 29 29 1 1 29 29 29 1 29 29 29 1 29 1 29 29 29 29 29 29 29 29 29 1 29 29 29 1 29 29 29 29 29 29 1 29 1 1
30 30 1 30 30 30 30 30 1 30 30 30 30 30 30 30 30 1 1 30 30 30 30 30 1 30 30 1 30 30 30 30 30 30 30 30 30 30 30 30 1 30 1 30
31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31
32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32
33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33
34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34
35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35
36 36 36 36 36 36 36 36 36 1 36 36 36 36 36 36 36 36 1 1 36 36 36 36 36 1 36 1 36 1 36 36 36 1 36 36 36 36 36 36 1 1 36 1
37 37 1 37 37 37 37 37 37 1 37 37 37 1 37 37 37 1 37 37 1 37 37 37 37 37 37 1 37 1 37 37 37 37 37 37 37 37 37 1 1 37 37 1
38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38
39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39
40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40
41 41 1 41 41 41 41 41 1 41 41 41 41 41 41 1 41 1 41 1 1 41 41 41 41 41 41 41 41 41 41 41 41 1 41 41 41 41 41 1 41 41 1 1
42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42
43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43
44 44 1 44 44 44 44 44 1 1 44 44 44 44 44 44 44 1 44 44 44 44 44 44 44 44 44 44 1 1 1 44 1 44 44 44 44 44 44 44 1 44 1 44
2
D:
0 * 2135 * * * * * -17 1367 * * * 3919 * 1330 * 591 3116 3386 2010 * * * 2502 3504 * 1621 1982 3543 2414 * 2240 26 * * * * * 3619 360 4846 3701 468
4021 0 4339 1782 * 428 * 4291 4004 5388 1842 290 13 1242 * 5351 * 2012 7137 974 1320 1906 1481 5 6523 132 4117 3581 824 791 2964 2114 6261 4047 * 4683 1230 3616 * 7640 685 780 2657 4335
2324 2378 0 4160 * 2806 * 3513 2307 1432 4220 2668 2391 3620 217 3654 * 1536 5440 3352 3698 4284 1974 2383 -66 2510 1 3945 3202 2144 1193 4492 4564 2350 * 7061 3608 5994 * 5943 168 3158 575 2792
5240 1219 2809 0 * 1647 * 5510 5223 1598 2268 355 1232 390 3189 6570 * 3231 8356 670 2539 3125 720 954 7742 1351 2618 4800 2043 2010 56 2437 1366 3575 * 5902 2449 1448 2240 8859 1904 1999 3876 296
* * * 3336 0 * 3511 2011 1377 * * * * * * 1590 2560 4400 1645 * * * * * 4655 3739 498 * 2468 * * 1985 1256 * 2455 2600 4187 4539 4412 * * * * *
1598 * 2605 4790 3344 0 694 2957 1581 1666 * 3698 2345 5517 * 1800 * 2189 4714 2665 2189 1186 1391 1152 3356 5102 * 3219 3047 4641 4012 * 3838 1624 4288 1455 * 2231 3287 4781 1958 3670 4064 1245
* * * 2366 713 * 0 * 4772 1798 2985 * * * 4399 1274 * 780 * 4734 3476 1594 * 4363 * 4324 3867 -76 * 799 * * 2158 * 1706 * * 4813 154 * 1207 3710 * *
3628 117 4456 1899 * 545 * 0 3611 4995 1959 407 130 1359 4870 4958 3756 2129 102 1091 1437 1096 1598 122 6130 249 475 3698 941 908 3081 1848 528 1729 214 4800 1347 3733 1153 7247 802 897 2774 4096
* * 3293 4214 2878 * 479 * 0 * 729 * 4333 1340 * 1515 * 1240 2547 68 482 * * 4084 3635 * 3817 1766 * * * 3907 4050 2306 1458 1364 * 16 1043 * 2589 * * *
4787 766 5105 2548 4768 1194 * 2601 759 0 2608 1056 779 2008 3525 6117 3263 2728 7903 1740 2086 2672 2247 771 7289 898 4883 3754 441 1557 3730 2880 7027 4813 * 5449 1996 1980 * 1322 1451 1546 3423 4448
4693 * 1605 3460 * * * * 988 6060 0 389 568 8612 4379 1980 1148 3543 732 665 2320 * 766 4708 3284 8197 * 1828 6675 2201 4072 1324 6933 3106 2278 * * 3793 1879 8312 5053 2897 3181 5161
3992 * 1507 * 1945 * * * 1728 5359 * 0 1751 7911 * 5322 * 4583 816 7378 6002 161 3492 2478 6494 7496 1525 5613 -90 524 3684 1579 6232 4018 * 2844 * * 1704 7611 4352 8838 7693 4460
* * * * * * * 4552 857 * 1349 * 0 * 459 2803 * * * * 2787 * 3802 * * * 4860 * 349 2221 224 * * * * * 2924 2393 2254 * * * * *
5259 1238 5577 3020 * 1666 3535 1710 1617 6626 3080 87 1251 0 * 1999 * 3250 8375 1343 1721 3144 2288 1243 7761 1370 5355 4819 2062 2029 176 3352 2578 5285 285 5921 2468 4854 * 4818 1923 2018 3469 545
3923 -98 4241 1684 * 330 * 1249 3906 5290 1744 192 -85 578 0 5253 * 1914 7039 876 1222 1808 1383 -93 4883 34 4019 1878 726 693 2866 2016 6163 3949 * 2359 1088 3518 1350 7542 587 682 2559 4237
* * * * * * * 1948 * * 203 * * 4449 * 0 646 * 780 4405 2237 * 4621 1716 * * * * 1145 3646 * * * * 240 * * 1928 1891 * 139 * * *
2178 * 1285 3861 * * * 4016 2161 3545 * * 2258 6097 * 3508 0 2769 1461 4062 4188 2629 2343 480 104 5682 * 3799 4160 5721 4592 523 4185 1152 * * 931 2842 19 5797 2538 732 5879 2646
4644 * 2217 3108 1206 4522 * * 158 3371 * * 1751 8563 * 228 839 0 -24 8030 6654 935 2396 * 7146 8148 1108 -6 6626 8187 1823 384 2856 2503 4215 2813 1477 3929 * 1989 5004 9490 166 4196
4791 * 6926 1376 * * 3919 3536 4774 6158 2900 3624 4323 4801 4454 1500 * 1343 0 8177 3142 4796 694 4026 7293 8295 * 2113 4793 1530 7205 2543 1833 264 3727 549 * * * 8410 5151 2779 8492 5259
44 1648 169 1279 4100 2076 * 5939 27 1411 1315 1938 446 129 * 1374 * 635 3160 0 2054 3554 3129 1653 621 1780 5765 1665 2026 2439 481 1990 2284 70 * 6331 2878 5264 2261 3663 404 2428 3745 512
* * 3557 1721 2035 * 820 1854 * * * * * * 175 * 910 2985 578 * 0 4348 2572 * * 4544 * * 3683 3636 1488 977 * 558 784 85 * 2761 1408 * * * * 1674
4642 4396 3084 2217 2436 4085 * 8687 4497 6009 6238 3914 4409 5638 * 3740 * 5233 7758 5370 1256 0 5877 4203 363 4528 8513 6263 5220 5187 1580 6510 6882 3021 * 2470 4636 8012 * 8261 1371 5176 7053 111
1372 3787 3507 3755 * 4215 1602 8078 1355 2739 4779 4077 3800 2222 2957 933 * 1963 4389 4758 3382 5693 0 3792 3874 3919 1559 2993 3104 4578 3786 2000 3612 1398 * 3340 5017 2465 * 3403 1732 1983 5073 1840
* * 855 2566 3903 1631 4067 * * * 4322 3193 * * -59 2776 * 1676 * 243 * * 4171 0 * 761 734 * 2066 1449 2387 2804 4336 1973 * * 3355 1785 1586 4019 * 1555 * 4260
934 2522 3069 82 * 2950 1098 6813 917 2301 4364 2812 2535 3764 306 2264 2927 1525 4050 3496 2944 4428 4003 2527 0 295 6639 2555 2916 326 1352 4636 3174 960 * 4323 1930 6138 551 4553 1294 3302 4635 1402
8492 4471 8810 6253 * 4899 * 8762 8475 1681 6313 3473 2452 5713 3708 3552 * 6483 11608 5445 401 6377 4674 4476 10994 0 2525 8052 5295 2008 7435 798 10732 8518 * 1718 5701 8087 1517 12111 5156 1188 650 8806
2968 3108 5103 551 * 3536 288 2399 -50 4335 4544 3398 1367 4350 1684 581 * 3559 3104 4082 4428 4625 4589 1198 5470 3240 0 4589 3932 3899 1446 5222 3868 2994 * 7791 1731 1003 * 6587 3060 3888 5765 1330
3996 -25 4314 1757 * 403 -44 4266 3979 4379 1657 94 -12 -12 * 77 125 1987 7112 348 591 1881 1456 -20 6498 107 4092 0 799 766 2184 2089 4659 951 4584 4551 1205 2935 * 1226 660 181 1880 4310
1264 * 3399 216 * * 2646 * 1247 2631 1025 * * 5183 * 363 398 1855 1627 4650 2595 1889 * * 888 231 * 1869 0 4807 1833 * 468 1290 630 352 * 3293 * 3250 1624 3260 4965 1732
1730 * 3865 * 3320 * * 4626 1713 1713 * * 491 4094 235 2766 1219 2321 4846 710 192 * * 2724 4232 -52 418 3351 1812 0 282 * 3543 -62 * 352 * * * 3658 2090 462 5431 200
* * 172 2870 3633 1010 2076 560 * 4347 * * 3565 * 3674 4656 333 4425 1502 145 1118 2170 1073 277 * 652 * 3628 3168 * 0 * * 2231 * * * 2861 * * 441 * 1218 1500
* * * 4259 2295 * * * 1783 4841 2008 * * 1283 3485 * * 1582 1348 4133 * 2104 526 2358 * 3230 * 2095 * -16 * 0 -39 * 1102 2749 1849 1935 * * 3914 * * 821
8905 4884 9223 6666 968 200 * 3781 8888 10272 3815 3655 1044 2457 * 4796 3269 4232 2362 5858 455 4797 4809 4889 11407 3362 2487 3000 5708 5675 7848 6998 0 8931 * 9567 6114 8500 3885 1627 463 1281 7541 1838
7544 3523 7862 5305 * 3951 * 1408 7527 830 5365 1855 3536 1847 1243 8874 * 1723 1801 4497 4843 3419 4681 2709 3784 2785 3709 7104 4347 4314 6487 2859 3354 0 * 1896 4050 759 4016 621 4208 4303 3593 2387
5661 1640 5979 3422 * 1618 1007 5931 4246 2134 3482 338 1207 87 2702 6991 1443 3652 3980 2614 2960 3546 2817 1645 3793 1772 5757 1397 1910 2431 4604 3754 540 5687 0 1869 2143 1245 458 9280 -65 2177 4297 5975
2811 4465 1430 3399 205 3703 * 8756 1977 4178 960 4755 4478 4657 2297 1481 * -69 5927 5439 3023 6371 5946 4470 3839 4597 1812 4432 3034 5256 4309 2354 132 2837 * 0 4665 2268 * 2620 3171 5245 1465 3279
3993 -28 4311 1754 2953 400 * 4263 1800 5360 1814 262 -15 1214 * 4148 4438 1984 665 946 1292 1878 1453 -45 1995 104 4089 3553 796 763 2936 2086 2591 4019 * 4655 0 3072 * 7612 657 752 1790 4307
* * * 2989 1147 * 2157 * 418 4140 * * 1425 3435 2161 4585 * 2443 * * * 2928 4649 * 1489 2384 3802 * 3757 -82 136 * * * * 2545 1177 0 3928 2100 * 3165 2603 *
* * 1822 * * * 3315 771 * * 4254 1751 1669 * 3300 -88 4789 3767 * 3452 4254 * * 2974 * 62 * * 2144 148 939 4587 4369 * * 813 * 1195 0 435 * * 1211 *
* * * 1402 * -84 * * 3692 2435 * * 3977 * 455 * 1171 3669 4711 * * * * 1546 * 222 2206 * 4057 431 582 * 343 * * 1930 * 2967 * 0 * * * *
3169 3735 5304 4234 2046 4163 * 8026 3152 -12 5577 2479 3748 3950 819 4499 * 3760 2162 4709 5055 3231 5216 3740 353 1624 3239 4375 815 1298 1832 4189 4021 3195 2546 1133 4965 3409 1462 6788 0 -31 6392 3637
* * * 4747 3818 * 1233 1684 2478 * 593 * * * * * 3467 * * 4407 * 4314 1946 * 904 3706 * 2400 * 2543 * 4508 807 1761 * 264 2956 3394 * * 1165 0 4864 1346
6544 2523 249 2522 2524 2951 * 1647 3268 970 2485 2813 2536 3765 2887 2176 68 4535 1770 3497 3843 1909 4004 2528 986 2655 6640 6104 3347 3314 72 3010 8784 6570 152 7206 1782 2165 1411 2859 3208 3303 0 2473
3728 * 5863 1639 3307 * * * 3711 5095 * 2269 * 1369 1864 1324 * 4319 2716 1916 3490 896 * * 1320 4841 * 1909 5710 7271 6142 * 5968 3721 * 1015 95 * * 3025 4088 3481 7429 0
P:
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 1 2 2 1 2 2 2 2 2 1 2 2 2 2 2 2 2 1 1 2 2 2 2 2 1 2 2 2 2
3 3 3 2 3 2 3 3 1 3 2 2 2 2 3 1 3 3 1 2 2 2 3 2 3 2 3 1 2 3 3 2 1 1 3 2 2 2 3 1 3 2 3 1
2 4 4 4 4 2 4 2 2 4 4 4 2 4 4 2 4 2 2 4 2 2 4 4 2 2 4 2 2 2 4 4 4 4 4 2 2 4 4 2 2 2 2 4
5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
6 6 6 6 6 6 6 6 1 6 6 6 6 1 6 6 6 1 1 6 6 6 6 6 6 1 6 1 6 6 1 6 1 1 6 6 6 6 6 6 1 6 6 6
